S no,ID,Original_Language,original_title,Release_Date,IMDB Ratings ,Vote_Count,Genre,Overview,Revenue(in $),Runtime(in min),Tagline
7611,897515,hi,chhatriwaali,20-01-2023,6.7,1296,"['Comedy', 'Drama']","Sanya is an unemployed chemistry genius looking for a job. However, she also wants to use her knowledge of chemistry to help young minds move beyond the taboos of sex with the right education.","$3,603,690.62",106,
7612,398535,hi,udta punjab,17-06-2016,7.7,566,"['Dark','Comedy','Thriller','Drama','Action']","Drug abuse and the darker side of Punjab rear their heads in the intense, interwoven tales of a policeman, a doctor, a migrant worker, and a rockstar.","$362,702.00",149,Drugs di maa di.
7613,339274,hi,tamasha,27-11-2015,7.3,1885,"['Romance',Comedy','Drama']","Ved and Tara meet accidentally meet in Corsica, France and decide to spend the next 7 days together with secretly revealing their true identity or without any promise to meet later, ever. Tara eventually falls in love with Ved and goes to find Ved after 4 years, and helps him to find his true story where he belongs.","$15,304,766.00",134,Why Always The Same Story?
7614,338065,hi,dil dhadhakne do,05-06-2015,7,803,"['romance',comedy']","On a cruise to celebrate their parents' 30th wedding anniversary, a brother and sister deal with the impact of family considerations on their romantic lives.","$4,164,463.00",173,
7615,613446,hi,the sky is pink,11-10-2019,7.6,2968,"['romance','drama']",The 25-year-old love story of a couple is told through the lens of their teenage daughter after she is diagnosed with pulmonary fibrosis.,"$739,123.00",143,Har Ek Ka Apna Sky Hota Hain.
7616,695958,hi,the girl on the train,26-02-2011,6.5,734,"['thriller','mystry','suspense',fiction']","When a voyeuristic divorcee fixates on the lives of a perfect couple a far, she soon gets embroiled in a murder mystery that unfolds revealing truths about her own life.",$0.00,112,
7617,54639,hi,yamla pagla deewana,14-01-2011,5.7,889,"['Drama','Romance']",Dharmendra and Bobby play a crooked father-son pair based in Varanasi. Sunny plays a Canada based upright man who gets to know after two decades that he has a father and brother in Varanasi. The film is about Sunny's journey to his past.,"$971,240.00",163,
7618,140896,hi,son of sardaar,13-11-2011,4.2,133,"['action','romance','comedy','crime']",A Punjabi man returning to India falls in love with a woman whose family welcomes him as a guest before realizing he is the man they need to kill in order to avenge their loved ones.,"$21,747,828.00",141,
7619,611359,hi,tu jhoothi main makkar,08-03-2023,6,4577,"['comedy','action','drama']",Madness ensues when a 'player' in the world of romantic relationships finds a girl who's a worthy opponent. A story of love where the battle is of wits.,"$3,366,098.00",150,
7620,352173,hi,drishyam,31-06-2015,8.2,1658,"['thiller','action','mystry']","A simple, street-smart man tries to protect his family from a cop looking for her missing son.","$4,874,159.00",167,Visuals Can Be Deceptive
7621,1029827,hi,drishyam 2,18-11-2022,8.2,69,"['drama,'thriller','crime']","7 years after the case related to Vijay Salgaonkar and his family was closed, a series of unexpected events bring truth to light that threatens to change everything for the Salgaonkars. Can Vijay save his family this time?","$5,801,064.00",140,
7622,250551,hi,gunday,14-02-2014,2.7,248,"['action','comedy','romance']","The lives of Calcutta's most powerful gangsters - Bikram and Bala, changes when Nandita enters it. Then a counter-force takes charge and a thriller unfolds.","$15,615,262.99",132,Hum Gunde Hain Na Aaj Tak Kisi Ke Haath Aaye Hain Aur Na Ayenge
7623,103640,hi,ishaqzaade,11-05-2012,6.5,167,"['action','comedy','romance']","While fighting for the political supremacy of their respective families, a Hindu man and a Muslim woman share a forbidden romance.","$7,637,731.31",132,"Born to Hate... Destined to Love.."
7624,86004,hi,talaash,30-11-2012,7.2,851,"['horror','comedy','drama']",Madness ensues when a 'player' in the world of romantic relationships finds a girl who's a worthy opponent. A story of love where the battle is of wits.,"$25,522,290.00",139,The Answer Lies Within
7625,25516,hi,koi mil gaya,08-08-2003,7.1,724,"['drama','action','comedy']",A developmentally disabled man meets an extraterrestrial after a huge spacecraft leaves it behind.,"$1,752,408.00",171,You are not alone
7626,291154,hi,daawat-e-ishq,19-09-2014,6.1,135,"['comedy','drama','romance']",A deliciously romantic coming together of Gulrez “Gullu” Qadir a Hyderabadi shoe-sales girl disillusioned with love because of her encounters with dowry-seeking men; and Tariq “Taru” Haidar a Lucknawi cook who can charm anybody with the aroma and flavours of his biryani and kebabs.,"$4,273,478.22",118,
7627,34369,hi,aashiqui,23-07-1990,6.3,211,"['drama','comedy','romance']","Rahul and Anu Verghese meet on the same day, while both are held by the police on charges of creating a disturbance, and running away respectively. They meet again, and love happens. Rahul helps Anu to be independent, and seek a job. Then Anu is discovered by a talent agent to be a model, which she accepts. Rahul wants to marry Anu, but first must establish himself.","$600,545.00",109,
7628,192558,hi,aashiqui 2,26-04-2013,7,1606,"['drama','comedy','romance']","A young woman meets a failing musician who launches her singing career, but their relationship is doomed when people assume he's with her for her fame and fortune.","$11,046,634.00",132,"Love makes life live..."
7629,974025,hi,gumraah,07-04-2023,6.4,445,"['drama','adventure,'action']",A murder investigation becomes complicated after the cops discover a pair of lookalike suspects.,"$19,903.00",127,
7630,58128,hi,andaz apna apna,4-12-1994,8,747,"['action','animation','comedy','romance']",Two slackers competing for the affections of an heiress inadvertently become her protectors from an evil criminal.,"$1,039,243.12",160,
7631,135718,hi,omg,28-09-2012,8.1,1037,"['drama','action','comedy']",A shopkeeper takes God to court when his shop is destroyed by an earthquake.,"$18,602,281.00",125,A Divine Comedy
7632,888710,hi,omg 2,11-09-2023,8,4355,"['comedy','drama']","Life is bliss until one day Kanti Sharan Mudgal’s son Vivek is blamed for immoral conduct and expelled from school. Overwhelmed, Kanti plans to leave town until a divine intervention leads him to seek justice by taking those responsible to court.","$727,076.00",145,
7633,85985,hi,ek tha tiger,15-08-2012,5.6,635,"['Drama','Thriller','mystry']",An Indian agent is sent to observe the actions of a scientist but the mission becomes complicated when he falls in love with the scientist's Pakistani caretaker.,"$62,347,774.00",132,"Once, there was a tiger."
7634,441909,hi,tiger zinda hai,22-12-2017,5.9,1198,"['drama','romance,'spy','thriller']","When a group of Indian and Pakistani nurses are held hostage in Iraq by a terrorist organization, a secret agent is drawn out of hiding to rescue them.","$76,520,376.00",161,There will be peace.
7635,332835,hi,piku,08-05-2015,7.6,755,"['comedy','romance','short','drama']",A taxi driver is caught between a dysfunctional relationship between a woman and her father as he drives them to Kolkata.,"$2,475,020.00",123,Motion Se Hi Emotion.
7636,15772,hi,guru,12-02-2007,7.7,448,"['romance','drama','musical']","Gurukant Desai hails from Idhar, a small village in Gujarat, but dreams of setting up his own business in Mumbai. After he returns from Turkey, he marries Sujatha for getting the dowry and arrives in Mumbai to start his business. This film chronicles the obstacles he meets, his subsequent rise and the huge backlash he receives when it is revealed that he used unethical means to rise in the business circuit.","$2,096,000.00",166,"Think big, think ahead and think fast."
7637,19025,hi,bhool bhulaiyaa,12-10-2007,7.2,776,"['drama','romance','horror','comedy']","An NRI and his wife decide to stay in his ancestral home, paying no heed to the warnings about ghosts. Soon, inexplicable occurrences cause him to call a psychiatrist to help solve the mystery.","$15,090,039.00",159,Enter at your own risk.
7638,695962,hi,bhool bhulaiyaa 2,20-05-2022,6.1,356,"['drama','comedy','thriller','horror']","When strangers Reet and Ruhan cross paths, their journey leads to an abandoned mansion and a dreaded spirit who has been trapped for 18 years.","$1,343,209.00",145,The Haunting Comedy is Back
7639,19418,hi,dhol,14-09-2007,7.6,653,"['comedy','musical']","Sameer Arya, Martand Damdere, Pankaj Tiwari, and Gautam Sesodia are friends who live in a small town in India. Broke, accident-prone, and unable to pay rent to their landlady, they are basically slackers with Sameer and Gautam having no family, while Pankaj has been kicked out by his brother-in-law, and Martand has illicitly borrowed money from his maternal uncle, is unable to re-pay it and hence rendered homeless. The four find out that they can better their lifestyle by obtaining a bank loan - albeit in vain as they are unable to secure one. Then they decide to woo a rich girl, let one of them marry her, and live their life in comfort...","$4,318,679.00",145,
7640,675592,hi,guilty ,06-03-2020,5.4,1209,"['thriller','romance']",A young woman from a small town accuses the college heartthrob of sexual assault.,$0.00,119,
7641,392572,hi,rustom,12-08-2016,7,435,"['romance','horror','suspense']","A naval officer is devastated to learn about his wife's extramarital affair with a rich businessman while he was away. He pays him a visit and shoots him to death, following which he surrenders himself but claims to be ""not guilty"" in the court, much to the surprise of the businessman's sister and the officers dealing with his case.","$1,469,794.00",148,"Decorated Officer. Devoted Family Man. Defending His Honor. His Name Is RUSTOM."
7642,554600,hi,uri: the surgical strike,11-01-2019,8.2,3626,"['action','war','crime','thriller']","Following the roguish terrorist attacks at Uri Army Base camp in Kashmir, India takes the fight to the enemy, in its most successful covert operation till date with one and only one objective of avenging their fallen heroes.","$4,876,800.00",138,How's the Josh?
7643,496328,hi,sanju,29-06-2018,7.6,1306,"['comedy','drama']",Sanju explores some of the most crucial chapters from movie star Sanjay Dutt’s dramatic and controversial real life. It gives a lowdown on his tryst with drugs and his trials and tribulations in the Arms Acts case and the 1993 Mumbai blasts.,"$73,526,244.00",145,"One man... many lives"
7644,107937,hi,bhoot,30-05-2003,5.4,346,"['drama','crime','thriller','horror']","A Mumbai businessman and his wife are looking for a new flat. Apartment 1201 has been vacant since its previous occupant jumped to her death. Undeterred, the couple still decides to move in, but before long, the wife starts to have visions.","$134,365.00",117,
7645,1020376,hi,satyprem ki katha,29-06-2023,6.5,457,"['romance','comedy','horror','drama']","Sattu is a good-hearted but good-for-nothing LLB fail guy who dreams of marrying the IT girl of Ahmedabad, Katha, a girl way out of his league. However, fate has other plans and Katha and he end up getting married, much to her dismay. From here on starts Sattu’s tryst to make his wife fall in love with him and how while doing so, he ends up discovering himself and proves to be a worthy husband!","$14,081,579.16",144,
7646,663457,hi,govinda naam mera,16-12-2022,7.3,668,"['comedy','thriller','suspense','drama']","An abusive wife, a hot girlfriend and a court case, Govinda Waghmare is just not able to catch a break. The icing on top of that horrible cake - a murder.","$7,446,758.00",131,"One murder, one suspect, but many secrets"
7647,466550,hi,drive,1-11-2019,5.3,345,"['action','comedy','romance']",A getaway driver is attracted to a female neighbor whose husband owes money to a local gangster. As a result he is drawn deeper into a dangerous underworld.,$0.00,160,
7648,252053,hi,yaariyan,10-01-2014,6.1,675,"['Romance','adventure','Drama']",A college student must win an inter college competition to save his college from being demolished by property builders.,"$6,485.00",145,
7649,323517,hi,badlapur,20-02-2015,6.8,569,"['Crime', 'Thriller', 'Action']","After his wife and son are killed, a young man finds out the man behind the murder and fights against him, along committing some big mistakes.","$449,158.00",128,"Don't miss the beginning."
7650,491625,hi,gully boy,14-02-2019,6.9,876,"['Action','drama','thriller','crime']",A coming-of-age story based on the lives of street rappers in Mumbai.,"$5,269,056.00",148,Apna Time Aayega
7651,314389,hi,baby,23-01-2015,5.8,431,"['Spy','Action','Thriller','Drama']","An elite counter-intelligence unit learns of a plot, masterminded by a maniacal madman. With the clock ticking, it's up to them to track the terrorists' international tentacles and prevent them from striking at the heart of India.","$82,411.00",185,"History is made by those who give a damn"
7652,14165,hi,ta ra rum pum,27-04-2007,5.7,254,"['comedy','romance','drama']","A poor New York resident, who is of Indian origin, dreams of becoming a fast car race driver. He endeavors, and his efforts are rewarded when he selected by a little-known group called 'RACING SADDLES'. He joins them and soon becomes their ace race driver. This man, whose name is Rajveer, then meets with a rich American woman, also of Indian origin, whose name is Radhika. Both fall in love with each other. They cannot get married, because Radhika's family hates Rajveer mainly because he is very poor. But Radhika is very stubborn, so she marries him. She loses all her rights to her family's wealth. They get married and become parents of two children. They also become very rich. Then Rajveer has an accident which changes their lives forever. They get into debt and stand to lose everything. Will Radhika be forced to return back to her family?","$9,443,864.00",156,Now that's Performance
7653,165904,hi,special 26,08-02-2013,8,574,"['action','comedy','history',,'suspense']","In the early 1980s in India, a group of con artists rob well-known businessmen and politicians by posing as officers of the Central Bureau of Intelligence or income tax officials. The gang stages fake raids during which they steal great amounts of money from their targets.","$1,454,411.00",144,Real power resides within the heart
7654,16283,hi,saawariya,9-11-2007,5.2,175,"['comedy','drama','romance','crime']","Two souls arrive in a small town, one on vacation, the other to meet a lover. They spend the most magical dream-like days of their lives in that town... with each other.","$20,052,456.00",142,When he first fell in love...
7655,337876,hi,gabbar is back,01-05-2015,7.1,446,"['action','comedy','crime']",A vigilante network taking out corrupt officials draws the notice of the authorities.,"$785,594.00",128,"Kaam hero ka, Naam villain ka"
7656,46371,hi,apna sapna money money,10-11-2006,5.4,58,"['comedy','romance','drama','musical']","Kishan is a young man from Goa whose brain is full of every conceivable trick to make a quick buck. He cons people by slipping into different outfits and by assuming many guises. Julie, is a sexy club dancer with quite a local reputation, but behind her raunchy exterior is a compassionate, kind-hearted woman who goes out of her way to help the needy...","$4,106,925.77",134,
7657,14071,hi,dostana,31-05-2013,7.2,2532,"['romance','action','comedy']",Two straight guys who pretend to be a couple to secure a posh Miami apartment fall for their gorgeous roommate. Hilarity ensures as Kunal and Sameer strive to convince everyone they are a couple while secretly trying to win Neha's heart.,"$14,332,659.00",160,A story about two guys... a girl... and one little lie. Believe it!
7658,185008,hi,yeh jawaani hai deewani,14-11-2008,6.4,157,"['romance','comedy','drama']",Bunny and Naina meet when they graduate from college and again in their late 20s.,"$50,827,466.00",145,The ones that I don't wanna forget
7659,456570,hi,hindi medium ,19-05-2017,7.8,736,"['comedy','drama']","Mita and Raj Batra, an affluent couple from Delhi’s Chandni Chowk, are grappling with getting their daughter admission into an English medium school. But there is one big problem. Their zubaan is Hindi, and the elitist snobs won’t let the Hindi speaking hoi-polloi fit in.","$42,732,776.00",132,"In our country English is not a language, it's a class"
7660,606717,hi,angrezi medium,13-03-2020,7.2,2810,"['comedy','drama']","When his daughter decides to further her studies in London, a hardworking Haryanvi businessman does everything in power to make her dreams come true.","$80,096.00",145,
7661,,hi,mom,07-06-2017,7.2,614,"['crime','thriller']","After her stepdaughter is sexually assaulted at a party, a furious mother sets out to destroy the lives of the four perpetrators who walked free.","$20,989,159.81",146,God can’t be everywhere - that’s why he created mothers.
7662,118628,hi,english vinglish,5-10-2012,6.2,563,"['comedy','drama']","In the United States for the first time, an Indian housewife with a limited command of English turns Manhattan into her personal language school.","$9,886,679.00",134,The first time only happens once.
7663,284288,hi,mary kom,05-09-2014,7.8,764,"['action','melodrama','sports']",A chronicle of the life of Indian boxer 'Mary Kom' who went through several hardships before audaciously accomplishing her ultimate dream.,"$85,225.00",122,Most Champions Make Their Name. She Made History
7664,493623,hi,hichki,23-03-2018,5.4,543,"['drama',romance']",Hichki presents a positive and inspiring story about a woman who turns her biggest weakness into her biggest strength.,"$30,444,106.00",176,
7665,287767,hi,mardaani,22-09-2014,6.7,325,"['drama','action']",A Mumbai police officer's search for a missing teenage girl leads her to the depraved world of child trafficking. What follows is a cat-and-mouse game between the officer and a ruthless mafia kingpin.,"$4,795,604.00",113,
7666,611594,hi,mission mangal,15-08-2019,7.9,780,"['drama','fictionn']",A team of Indian scientists at ISRO (Indian Space Research Organisation) take on the extraordinary task of successfully sending a satellite into the orbit of planet Mars in a country's maiden attempt.,"$4,508,076.00",132,
7667,67109,hi,delhi belly,01-07-2011,6.7,254,"['drama','crime',action']","Three unsuspecting, average guys find themselves on the hit list of one of India's most-powerful crime syndicates.","$20,289,666.00",153,"S#!t Happens"
7668,45002,hi,chamatkar,08-07-1992,6.5,96,"['comedy','drama'.,'romance']","When Sunder loses everything, he seeks refuge in a graveyard, where he befriends a ghost.","$4,425,143.59",142,
7669,20027,hi,delhi-6,20-02-2009,6.2,351,"['action','drama','romance','comedy']","Roshan, an NRI, arrives in Old Delhi with his ailing grandmother and starts to rediscover himself before getting caught in a religious dispute that shakes the once peaceful neighborhood.","$17,884,197.00",128,The journey within
7670,15974,hi,bhootnath,09-02-2009,6.4,313,"['drama','comedy','horror']","Banku, his mother, Anjali Sharma and father move in to their new house -- the Nath villa, unaware of the fact that the house is inhabited by a ghost. It is learnt the ghost is not too happy with his new housemates. But what the ghost is not prepared for is his unlikely friendship with Banku. Now Banku must uncover the reason why his ghostly friend is stuck and help him to attain salvation.","$11,532,795.00",150,Change your fate
7671,264085,hi,bhoothnath returns,11-04-2014,5.2,236,"['drama','comedy','horror']","Boothnath vows to redeem himself when spirits tease him, and searches for a child to terrify. He befriends Akhrot, a slum kid, and helps him take on the country's most powerful politician.","$7,231,770.83",155,
7672,19951,hi,1920,12-09-2008,5.7,456,"['drama','horror','romance']","The year is 1920 and the house isolated in the wilderness has a secret. It is waiting for the curse to come true. For years, everyone who has bought the house and tried to pull it down has died of mysterious circumstances. It is like the house has a will and a life of its own.","$1,738,406.45",125,A Love Made In Heaven... A Revenge Born In Hell...
7673,158519,hi,1920: evil returns,02-11-2012,6.1,386,['horror'],"This story revolves around a famous poet who meets a woman who is in trouble. In order to treat her, he takes her to Shimla in a big hospital, but soon that woman gets possessed by devil and goes out of control. Now the question remains that what is the relation that poet shares with her which compelled him to go to any extent to save her, why she was possessed by devil and who is the devil.","$3,361,718.40",124,Possession is Back
7674,68758,hi,haunted-3d,06-05-2011,5.5,495,"['action','horror','mystry','thriller']",A realtor finds himself accompanied by two ghostly entities inside a mansion. He learns of a violent event that took place years ago and is sent back in time to prevent it from happening.,"$6,952,492.00",142,India's first Stereoscopic 3D film
7675,20656,hi,saathiya,20-01-2002,5.8,154,"['drama,'comedy','romance']",A couple elopes to get married and set up home hoping that just love will do the trick - but that's just the beginning of their story.,"$312,660.00",138,
7676,259720,hi,2 states,18-04-2014,5.4,576,"['drama','romance','comedy']","A man and a woman come from two very different cultural backgrounds, and decide that they won't get married until they convince their parents. As feared, differences between the families pose a hurdle.","$2,238,175.00",149,One love.
7677,37737,hi,kites,21-05-2010,6.3,357,"['action','drama','romance']","A wounded man searches for his sweetheart in the Mexican desert while on the run from the police, bounty hunters, and others.","$17,155,193.00",123,
7678,498448,hi,kesari,21-03-2019,7.5,907,"['action','history','romance','drama']","In 1897, an army of 21 Sikhs battles 10,000 Afghans to prevent the Saragarhi Fort from being taken down.","$613,909.00",150,The bravest battle ever fought.
7679,390437,hi,ki & ka,01-04-2016,5.6,432,"[comedy','rommance','drama']","An unconventional woman, gains immense success in her professional life but things take a turn when she meets a guy, who wants to be a house husband.","$1,447,189.00",125,स्त्रीling पुलling samething!
7680,237305,hi,gori tere pyaar mein,22-11-2013,4.9,70,"['comedy','romance','drama']","Sriram Venkat is the most shallow guy on earth who doesn't value relationships, family, friends, life or the country. Not necessarily in that order. Because he couldn't care less about the order. This makes him the clear 'black' sheep of the family.","$312,453.00",150,Only love can bridge the gap...
7681,41517,hi,ra.one,26-10-2011,5.6,113,"[action','comedy','fiction']","When the titular antagonist of an action game takes on physical form, it's only the game's less powerful protagonist who can save their creator's family.","$44,549,121.00",138,"Yes, angels do exist."
7682,353464,hi,talvar,2-10-2015,4.6,231,"['drama','mystery','crime']",A hardened cop deals with three conflicting perspectives involving a brutal double murder. The case is complicated as the prime suspects are the parents who supposedly killed their teenage daughter.,"$377,002.00",132,
7683,41518,hi,guzaarish,19-11-2010,5.1,321,"['action','comedy','romance','drama']","Ethan, a magician rendered paralyzed in an accident, sets off a furor when he makes a petition to the court to end his own life.","$9,573,725.00",126,"Magic is an illusion... and so is life..."
7684,645489,hi,gunjan saxena: the kargil girl,12-08-2020,7.9,1367,"['action','war','drama','adventure']",Inspired by the life of a fearless young officer who made history by becoming the first Indian female Air Force officer to fly in a combat zone during the 1999 Kargil War,$0.00,114,
7685,280690,hi,kick,25-07-2014,5.2,213,"['drama','romance','crime','comedy']","An adrenaline junkie walks away from a whirlwind romance and embraces a new life as a thief, though he soon finds himself pursued by veteran police officer and engaged in a turf war with a local gangster.","$2,879,840.00",152,
7686,915831,hi,monica o my darling,11-11-2022,7.4,2446,"['horror','comedy','drama']","A slick robotics expert joins a murderous plot after a passionate affair takes a sudden turn, but nothing — not even death — is what it seems to be.",$0.00,129,
7687,33457,hi,nayak: the real hero,07-09-2001,5.6,155,"['Action','drama','comedy','romance']","TV reporter Shivajirao gets a chance to be the Chief Minister of Maharashtra for a day, after being challenged by incumbent Chief Minister Balraj Chauhan. After his successful one-day stint, he attempts to get back to his normal life, but it is not as easy as he thought it to be, with the lives of his near and dear ones now in danger on account of his honesty.","$1,258,846.05",156,Fight The Power
7688,350309,hi,baahubali,10-06-2015,7.2,213,"['drama','romance','fantasy','war']","The young Shivudu is left as a foundling in a small village by his mother. By the time he’s grown up, it has become apparent that he possesses exceptional gifts. He meets the beautiful warrior princess Avanthika and learns that her queen has been held captive for the last 25 years. Shividu sets off to rescue her, discovering his own origins in the process.","$26,736,665.00",132,The Beginning
7689,350312,hi,baahubali 2: the conclusion,28-04-2017,7.1,568,"['drama','romance,','war']","When Mahendra, the son of Bāhubali, learns about his heritage, he begins to look for answers. His story is juxtaposed with past events that unfolded in the Mahishmati Kingdom.","$263,502,914.00",135,"The boy he raised, the man he killed"
7690,690957,hi,pushpa: the rise - part 1,17-12-2021,7.2,358,"['drama','crime','action','romance']","Pushpa Raj is a coolie who rises in the world of red sandalwood smuggling. Along the way, he doesn’t shy from making an enemy or two.",$1.00,156,
7691,858485,hi,kantara,30-09-2022,7.9,765,"['thriller','horror','crime','action']","Shiva, a tribal vagabond lives with his mother in hamlet, stays away from the traditional Daivaradhane and Bhoota Kola legacy due to an unforgettable childhood incident. He is happy loafing around with his friends and doing petty jobs for his landlord. When Forest officer Murali enters the scene, it gives a fresh dimension to the man-vs-nature fight. Can Shiva save the forest from Murali? Or is Murali just a dummy bait cast by bigger fish?","$373,760.00",159,A Legend
7692,579974,hi,rrr,24-03-2022,5.4,124,"['action','comedy','war','drama']",A fictional history of two legendary revolutionaries' journey away from home before they began fighting for their country in the 1920s.,"$150,548,288.00",132,"Rise, Roar, Revolt."
7693,441875,hi,toilet: a love story,11-08-2017,6.2,689,"['comedy','romance','drama']","A woman threatens to leave her husband unless he installs a toilet in their home. To win back her love and respect, he heads out on a journey to fight against the backward society.","$37,345,766.15",143,
7694,534075,hi,super 30,12-05-2019,8.1,8839,"['drama','cimedy']",Based on life of Patna-based mathematician Anand Kumar who runs the famed Super 30 program for IIT aspirants in Patna.,"$2,726,393.00",125,Ab raja ka beta raja nahi banega
7695,402672,hi,mohenjo daro,12-08-2016,5.6,265,"['action','drama','war','romance']","During the Indus valley civilization, an Indigo farmer strives for the justice and protection of the city of Mohenjo-Daro and its civilians from an evil politician.","$1,680,885.00",134,
7696,447856,hi,pad man,09-02-2018,6.2,568,"['romance','drama','fiction']","Upon realizing the extent to which women are affected by their menses, a man sets out to create a sanitary pad machine and to provide inexpensive sanitary pads to the women of rural India.","$28,906,686.00",154,
7697,39839,hi,baghban,3-10-2003,6.9,5782,"['drama','romance','comedy','action']","After dedicating their whole life in upbringing their children, elderly couple Raj Malhotra and Pooja gets homeless. Instead of caring, their children treat them as a burden.","$967,555.00",132,"Can you depend on your family?"
7698,20688,hi,kaminey,14-09-2009,5.8,697,"['action','comedy','drama','romance']","Two brothers, as different as chalk and cheese, find their lives intertwined when one puts himself in danger via a `get rich quick' scheme and the other finds there is a price on his head.","$7,249,589.00",154,Thif Monfoon. Difcover Your Mean Fide.
7699,441906,hi,jab harry met sejal,04-08-2017,5.7,367,"['comedy','romance','drama']","Haunted by the memories of home he once knew, a middle-aged tour guide unconsciously embarks on a journey to find self.","$11,176,544.00",146,What You Seek is Seeking You.
7700,336203,hi,masaan,24-07-2015,7.3,672,"['romance;,'drama']","Four lives intersect along the Ganges: a low caste boy in hopeless love, a daughter ridden with guilt of a sexual encounter ending in a tragedy, a hapless father with fading morality, and a spirited child yearning for a family, long to escape the moral constructs of a small-town.","$237,713.00",148,"A Celebration Of Life, Death And Everything in Between"
7701,472138,hi,thugs of hindostan,8-11-2018,5.1,435,"['action','history','romance','drama']","After the British company’s officer Clive takes over the kingdom of Mirza, Princess Zafira and Khudabaksh aka Azaad form a band of rebel pirates who swear to defeat the English officer and win their freedom back. The British Company in return, hire the wily thug Firangi track Azaad’s gang and thwart his plans.","$27,942,770.00",124,
7702,679844,hi,radhe,13-05-2021,4.1,352,"['action','comedy','drama','romance']","As Mumbai’s youth are falling prey to rampant drug abuse, suspended cop Radhe is recalled for a clean-up mission. But Radhe is up against a dangerous new outlaw Rana, who will stop at nothing to rule the city.","$559,347.00",144,Your Most Wanted Bhai
7703,56969,hi,tere naam,15-08-2003,5.1,672,"['drama','comedy','action','romance']","A rowdy ex-college boy who, after a hazing session, loses his heart to first year student Nirjara, a traditional Brahmin girl.","$2,665,156.92",138,"Unfortunately, a true love story"
7704,596650,hi,chhichhore,06-08-2019,5.3,543,"['comedy','drama','romance']",Following a group of friends from university as they progress into middle-age life and go their own separate ways.,"$5,384,652.00",126,"Kutte ki dum, tedhi ki tedhi"
7705,325138,hi,dum laga ke haisha,20-02-2015,5.7,634,"['drama','romance','comedy']",A slim uneducated guy is pressured into an arranged marriage with an overweight college girl. The mismatched couple is challenged to compete in the annual wife-carrying race.,"$13,649,487.88",137,Love comes in all sizes
7706,276928,hi,humpty sharma ki dulhania,11-07-2011,6.2,1257,"['drama',romance','comedy']","A girl from Ambala, Kavya Pratap Singh, is about to be married. When she visits Delhi to shop for her 'dhai lakh ka Ghagra'(wedding dress worth Rs. 2.5 Lakh), she meets Humpty Sharma, a carefree Delhiite, and falls in love with him.","$667,231.00",140,
7707,413646,hi,badrinath ki dulhania,10-06-2011,6.4,3251,"['drama','romance','comedy']",Badrinath is looking for a typical bride; Vaidehi is looking for an independent life. Together they must break with tradition and redefine their role,"$25,423,917.00",122,
7708,799177,hi,bhediya,24-11-2022,5.1,126,"['horror','comedy','drama']","Inspired by legendary folklore rooted in Arunachal Pradesh, Bhediya tells the story of Bhaskar, a man who gets bitten by a mythical wolf and begins to transform into the creature himself. As Bhaskar and his ragtag buddies try to find answers, he is worried that the monster in him will wipe out human existence in the local town.","$294,653.00",132,Jungle mein Kaand
7709,362136,hi,prem ratan dhan paayo,12-12-2015,4.7,893,"['drama','comedy','action','romance']","While recovering from an assassination attempt four days before his coronation, a stern prince is replaced by a romantic lookalike.","$47,764,639.00",156,
7710,127501,hi,barfi,14-09-2012,6.7,1223,"['drama','comedy','romance']",Three young people learn that love can neither be defined nor contained by society's definition of normal and abnormal.,"$36,751,984.00",143,"Don't worry, be Barfi!"
7711,1142127,hi,bawaal,21-07-2023,5.3,943,"['romance','comedy','action','drama']","Ajay Dixit, an ordinary history teacher in a high school, enjoys mini celebrityhood in his town courtesy of the fake image he has built. He shares a strained relationship with his newly-wed wife. Circumstances force him to take a trip to Europe for the World War II trail accompanied by his wife. Will his relationship with his wife survive this trip? Will he manage to win the war within?",$0.00,152,Every love story has its own war
7712,118051,hi,cocktail,13-05-2012,5.8,1247,"['drama','romance','comedy']","A shy simple traditional girl leaves her family in India for her new husband in London, where she meets a shameless flirt and a complicated party girl.","$20,596,759.00",134,Sometimes good friends may be too good to share...
7713,75745,hi,force ,30-09-2011,5.1,873,"['drama','actiona',',war','romance']",A vengeful drug-dealer/gangster targets and terrorizes an entire police unit and their families.,"$4,763,946.00",157,
7714,426558,hi,force 2,18-11-2019,5.4,653,"['drama','action','comedy']","ACP Yashvardhan teams up RAW Agent KK to bring down the master mind terrorist, Shiv.","$214,551.00",126,A Dead Soldier is a Martyr.. A Dead Spy is a Traitor
7715,496527,hi,october,13-04-2018,4.9,873,"['drama','romance']","Dan, a 21-year-old carefree boy is always surrounded by a bunch of friends and fellow hotel interns who feed off each other's everyday moments, their ups and downs. Shiuli is also an intern working in the same hotel, who at times is at a receiving end of Dan's audaciousness. Everything was normal in their life until a sudden turn of events smashes Dan and Shiuli's lives together, into a bond.","$6,766,408.00",145,
7716,206324,hi,bhaag milkha bhaag,12-07-2013,6.3,544,"['History', 'Action', 'Drama']","The true story of the ""Flying Sikh"" world champion runner and Olympian Milkha Singh who overcame the massacre of his family, civil war during the India-Pakistan partition, and homelessness to become one of India's most iconic athletes.","$1,626,289.00",183,You know his as 'The Flying Sikh'. Now you will see his Real Story.
