S no,ID,Original_Language,original_title,Release_Date,IMDB Ratings ,Vote_Count,Genre,Overview,Revenue(in $),Runtime(in min),Tagline
2309,10033,en,just friends,23-11-2005,6.2,1222,"['Comedy', 'Romance']","While visiting his hometown during Christmas, a man comes face-to-face with his old high school crush whom he was best friends with â€“ a woman whose rejection of him turned him into a ferocious womanizer.","$50,817,508.00",96,He loves her. She loves him not.
2310,294652,en,son of a gun,16-10-2014,6.4,611,"['Action', 'Crime', 'Drama', 'Thriller']","Locked up for a minor crime, 19 year old JR quickly learns the harsh realities of prison life. Protection, if you can get it, is paramount. JR soon finds himself under the watchful eye of Australia's most notorious criminal, Brendan Lynch, but protection comes at a price.",$0.00,108,Everyone gets what they deserve
2311,646,en,dr. no,07-10-1962,7,2605,"['Adventure', 'Action', 'Thriller']","In the film that launched the James Bond saga, Agent 007 battles mysterious Dr. No, a scientific genius bent on destroying the U.S. space program. As the countdown to disaster begins, Bond must go to Jamaica, where he encounters beautiful Honey Ryder, to confront a megalomaniacal villain in his massive island headquarters.","$59,600,000.00",110,Now meet the most extraordinary gentleman spy in all fiction!
2312,379149,en,the foreigner,28-09-2017,6.8,1817,"['Action', 'Thriller']",Quan is a humble London businessman whose long-buried past erupts in a revenge-fueled vendetta when the only person left for him to love â€“ his teenage daughter â€“ dies in an Irish Republican Army car bombing. His relentless search to find the terrorists leads to a cat-and-mouse conflict with a British government official whose own past may hold the clues to the identities of the elusive killers.,"$145,000,000.00",113,Never push a good man too far
2313,393,en,kill bill: vol. 2,16-04-2004,7.9,11119,"['Action', 'Crime', 'Thriller']","The Bride unwaveringly continues on her roaring rampage of revenge against the band of assassins who had tried to kill her and her unborn child. She visits each of her former associates one-by-one, checking off the victims on her Death List Five until there's nothing left to do â€¦ but kill Bill.","$152,000,000.00",136,The bride is back for the final cut.
2314,884573,en,dear rider: the jake burton story,09-11-2021,0,0,['Documentary'],An irreverent entrepreneur overcomes a series of adversities to create a new sport- and unexpectedly launches a global cultural phenomenon: snowboarding.,$0.00,91,He brought the world along for the ride.
2315,24528,en,killer bean forever,24-09-2009,7,89,"['Action', 'Animation', 'Crime', 'Thriller']","When things go bad in Beantown, top assassin Killer Bean is called to clean-up the mess. Detective Cromwell finds himself in the middle between Killer Bean and mob boss Cappuccino.",$0.00,85,"If you want to take him down, you better bring backup"
2316,168903,en,barbie in the pink shoes,14-02-2013,6.8,270,"['Animation', 'Family']","Dance your way to a magical adventure with Barbie as Kristyn, a ballerina with big dreams! When she tries on a pair of sparkling pink shoes, she and her best friend, Hailey, are whisked away to a fantastical ballet world. There, Kristyn discovers she must dance in her favorite ballets in order to defeat an evil Snow Queen. With performances to the legendary Giselle and Swan Lake ballets, it's a wonderful journey where if you dance with your heart, dreams come true!",$0.00,75,
2317,400650,en,mary poppins returns,13-12-2018,6.5,2694,"['Fantasy', 'Family', 'Comedy']","Mary Poppins returns to the Banks family and helps them evade grave dangers by taking them on magical, musical adventures.","$349,000,000.00",131,Magic Always Returns.
2318,266856,en,the theory of everything,26-11-2014,7.9,8938,"['Drama', 'Romance']","The Theory of Everything is the extraordinary story of one of the worldâ€™s greatest living minds, the renowned astrophysicist Stephen Hawking, who falls deeply in love with fellow Cambridge student Jane Wilde.","$124,000,000.00",123,His Mind Changed Our World. Her Love Changed His.
2319,619105,en,swingers sex party,01-01-2007,6,2,['Drama'],"Five friends at a gathering to celebrate the upcoming marriage of two of them and discuss sex, marriage and infidelity.",$0.00,89,
2320,473149,en,traffik,20-04-2018,6.2,367,"['Horror', 'Thriller']","A couple off for a romantic weekend in the mountains are accosted by a biker gang. Alone in the mountains, Brea and John must defend themselves against the gang, who will stop at nothing to protect their secrets.","$5,132,274.00",96,Refuse to Be a Victim
2321,9392,en,the descent,08-07-2005,7,2789,"['Adventure', 'Horror']","After a tragic accident, six friends reunite for a caving expedition. Their adventure soon goes horribly wrong when a collapse traps them deep underground and they find themselves pursued by bloodthirsty creatures. As their friendships deteriorate, they find themselves in a desperate struggle to survive the creatures and each other.","$57,051,053.00",99,Scream your last breath.
2322,376660,en,the edge of seventeen,18-11-2016,7.2,3308,"['Comedy', 'Drama']","Two high school girls are best friends until one dates the other's older brother, who is totally his sister's nemesis.","$18,803,648.00",105,You're only young onceâ€¦ is it over yet?
2323,351339,en,anthropoid,12-08-2016,7.1,762,"['History', 'Thriller', 'War']","In December 1941, Czech soldier Jozef GabÄÃ­k and Jan KubiÅ¡ parachute into their occupied homeland to assassinate Nazi officer Reinhard Heydrich","$4,600,000.00",120,Resistance has a code name
2324,10634,en,friday,26-04-1995,7.1,1268,['Comedy'],"Craig and Smokey are two guys in Los Angeles hanging out on their porch on a Friday afternoon, smoking and drinking, looking for something to do.","$28,215,918.00",91,A lot can go down between thursday and saturday...
2325,598896,en,land,12-02-2021,7,109,['Drama'],"Edee, in the aftermath of an unfathomable event, finds herself unable to stay connected to the world she once knew and in the face of that uncertainty, retreats to the magnificent, but unforgiving, wilds of the Rockies. After a local hunter brings her back from the brink of death, she must find a way to live again.","$2,375,190.00",89,"A story of humanity, in the face of uncertainty"
2326,10628,en,kangaroo jack,17-01-2003,5.1,673,"['Family', 'Comedy', 'Adventure', 'Crime']","Two childhood friends â€” a New York hairstylist and a wanna-be musician â€” get mixed-up with the mob and are forced to deliver $50,000 to Australia, but things go all wrong when the money is lost to a wild kangaroo.",$0.00,89,He Stole The Money... And He's Not Giving It Back.
2327,27022,en,the sorcerer's apprentice,13-07-2010,6.1,4066,"['Fantasy', 'Adventure', 'Action']","Balthazar Blake is a master sorcerer in modern-day Manhattan trying to defend the city from his arch-nemesis, Maxim Horvath. Balthazar can't do it alone, so he recruits Dave Stutler, a seemingly average guy who demonstrates hidden potential, as his reluctant protÃ©gÃ©. The sorcerer gives his unwilling accomplice a crash course in the art and science of magic, and together, these unlikely partners work to stop the forces of darkness.","$215,000,000.00",109,It's The Coolest Job Ever.
2328,388,en,inside man,17-03-2006,7.4,4424,"['Crime', 'Drama', 'Thriller']","When an armed, masked gang enter a Manhattan bank, lock the doors and take hostages, the detective assigned to effect their release enters negotiations preoccupied with corruption charges he is facing.","$186,000,000.00",129,It looked like the perfect bank robbery. But you canâ€™t judge a crime by its cover.
2329,339530,en,tremors 5: bloodlines,06-10-2015,5.4,292,"['Action', 'Adventure', 'Comedy', 'Horror', 'Science Fiction']","The giant, man-eating Graboids are back and even deadlier than before, terrorizing the inhabitants of a South African wildlife reserve as they attack from below-and above.",$0.00,99,
2330,499932,en,the devil all the time,11-09-2020,7.3,2206,"['Crime', 'Drama', 'Thriller']","In Knockemstiff, Ohio and its neighboring backwoods, sinister characters converge around young Arvin Russell as he fights the evil forces that threaten him and his family.",$0.00,138,Everyone ends up in the same damned place.
2331,13885,en,sweeney todd: the demon barber of fleet street,25-01-2007,7.2,4706,"['Drama', 'Horror']","The infamous story of Benjamin Barker, a.k.a Sweeney Todd, who sets up a barber shop down in London which is the basis for a sinister partnership with his fellow tenant, Mrs. Lovett. Based on the hit Broadway musical.","$152,000,000.00",116,Never Forget. Never Forgive.
2332,431259,en,escape room,31-08-2017,5,136,"['Horror', 'Thriller', 'Fantasy']",Four friends who partake in a popular Los Angeles escape room find themselves stuck with a demonically possessed killer. They have less than an hour to solve the puzzles needed to escape the room alive.,$0.00,90,Let the game begin...
2333,339692,en,shot caller,13-07-2017,6.9,1575,"['Crime', 'Drama', 'Thriller']",A newly-released prison gangster is forced by the leaders of his gang to orchestrate a major crime with a brutal rival gang on the streets of Southern California.,$0.00,121,Some criminals are made in prison
2334,500664,en,upgrade,01-06-2018,7.5,3067,"['Action', 'Thriller', 'Science Fiction']","A brutal mugging leaves Grey Trace paralyzed in the hospital and his beloved wife dead. A billionaire inventor soon offers Trace a cure â€” an artificial intelligence implant called STEM that will enhance his body. Now able to walk, Grey finds that he also has superhuman strength and agility â€” skills he uses to seek revenge against the thugs who destroyed his life.","$16,593,554.00",100,Not man. Not machine. More.
2335,8909,en,wanted,19-06-2008,6.5,5718,"['Action', 'Thriller', 'Crime']","Doormat Wesley Gibson discovers that his recently murdered father - who Wesley never knew - belonged to a secret guild of assassins. After a leather-clad sexpot drafts Wesley into the society, he hones his innate killing skills and turns avenger.","$342,000,000.00",110,Choose your destiny.
2336,16763,en,joy ride 2: dead ahead,07-10-2008,5.5,165,"['Crime', 'Thriller']","While driving to Las Vegas for the bachelor party of her sister Melissa and her fiance Bobby, Kayla stops the car at a gas station to meet her date, Nik, a guy she met on the internet. Nik convinces her to take a secondary road under the protest of Bobby but the car breaks down. They find a house in the middle of nowhere and decide to take the car parked in the house's garage to the next city...",$0.00,91,Detours can be deadly.
2337,1572,en,die hard: with a vengeance,19-05-1995,7.2,4726,"['Action', 'Thriller']","New York detective John McClane is back and kicking bad-guy butt in the third installment of this action-packed series, which finds him teaming with civilian Zeus Carver to prevent the loss of innocent lives. McClane thought he'd seen it all, until a genius named Simon engages McClane, his new ""partner"" -- and his beloved city -- in a deadly game that demands their concentration.","$366,000,000.00",128,Think fast. Look alive. Die hard.
2338,660,en,thunderball,11-12-1965,6.6,1598,"['Adventure', 'Action', 'Thriller']",A criminal organization has obtained two nuclear bombs and are asking for a 100 million pound ransom in the form of diamonds in seven days or they will use the weapons. The secret service sends James Bond to the Bahamas to once again save the world.,"$141,000,000.00",130,Look up! Look down! Look out!
2339,44048,en,unstoppable,04-11-2010,6.5,2708,"['Action', 'Thriller']","A runaway train, transporting deadly, toxic chemicals, is barreling down on Stanton, Pennsylvania, and proves to be unstoppable until a veteran engineer and young conductor risk their lives to try and stop it with a switch engine.","$168,000,000.00",98,"1,000,000 Tons. 100,000 Lives. 100 Minutes."
2340,625169,en,12 mighty orphans,18-06-2021,7.9,53,"['History', 'Drama']","Haunted by his mysterious past, a devoted high school football coach leads a scrawny team of orphans to the state championship during the Great Depression and inspires a broken nation along the way.","$3,615,193.00",118,Based on the true story of the team that inspired a nation.
2341,616037,en,thor: love and thunder,07-07-2022,6.2,23968,"['Superhero', 'Action', 'Drama', 'Fiction', 'Adventure', 'Comedy']","Thor embarks on a journey unlike anything he's ever faced -- a quest for inner peace. However, his retirement gets interrupted by Gorr the God Butcher, a galactic killer who seeks the extinction of the gods. To combat the threat, Thor enlists the help of King Valkyrie, Korg and ex-girlfriend Jane Foster, who -- to his surprise -- inexplicably wields his magical hammer. Together, they set out on a harrowing cosmic adventure to uncover the mystery of the God Butcher's vengeance.","$760,928,081.00",119,Not every god has a plan
2342,881,en,a few good men,11-12-1992,7.5,2530,['Drama'],"When cocky military lawyer Lt. Daniel Kaffee and his co-counsel, Lt. Cmdr. JoAnne Galloway, are assigned to a murder case, they uncover a hazing ritual that could implicate high-ranking officials such as shady Col. Nathan Jessep.","$243,000,000.00",138,"In the heart of the nation's capital, in a courthouse of the U.S. government, one man will stop at nothing to keep his honor, and one will stop at nothing to find the truth."
2343,9426,en,the fly,15-08-1986,7.4,3101,"['Horror', 'Science Fiction']","When Seth Brundle makes a huge scientific and technological breakthrough in teleportation, he decides to test it on himself. Unbeknownst to him, a common housefly manages to get inside the device and the two become one.","$60,629,159.00",96,Be afraid. Be very afraid.
2344,165,en,back to the future part ii,22-11-1989,7.7,10103,"['Adventure', 'Comedy', 'Family', 'Science Fiction']","Marty and Doc are at it again in this wacky sequel to the 1985 blockbuster as the time-traveling duo head to 2015 to nip some McFly family woes in the bud. But things go awry thanks to bully Biff Tannen and a pesky sports almanac. In a last-ditch attempt to set things straight, Marty finds himself bound for 1955 and face to face with his teenage parents -- again.","$332,000,000.00",108,"Roads? Where we're going, we don't need roads!"
2345,565426,en,to all the boys: p.s. i still love you,12-02-2020,6.9,2082,"['Romance', 'Comedy']",Lara Jean and Peter have just taken their romance from pretend to officially real when another recipient of one of her love letters enters the picture.,$0.00,102,Follow your heart like never before
2346,212778,en,chef,08-05-2014,7.1,2532,['Comedy'],"When Chef Carl Casper suddenly quits his job at a prominent Los Angeles restaurant after refusing to compromise his creative integrity for its controlling owner, he is left to figure out what's next. Finding himself in Miami, he teams up with his ex-wife, his friend and his son to launch a food truck. Taking to the road, Chef Carl goes back to his roots to reignite his passion for the kitchen -- and zest for life and love.","$45,967,935.00",114,Starting from scratch never tasted so good.
2347,9352,en,eurotrip,20-02-2004,6.5,1873,['Comedy'],"When Scott learns that his longtime cyber-buddy from Berlin is a gorgeous young woman, he and his friends embark on a trip across Europe.","$20,796,847.00",93,No actual Europeans were harmed in the making of this film.
2348,9654,en,the italian job,30-05-2003,6.7,4330,"['Action', 'Crime']","Charlie Croker pulled off the crime of a lifetime. The one thing that he didn't plan on was being double-crossed. Along with a drop-dead gorgeous safecracker, Croker and his team take off to re-steal the loot and end up in a pulse-pounding, pedal-to-the-metal chase that careens up, down, above and below the streets of Los Angeles.","$176,000,000.00",110,Get in. Get out. Get even.
2349,628,en,interview with the vampire,11-11-1994,7.4,4388,"['Horror', 'Drama', 'Fantasy']","A vampire relates his epic life story of love, betrayal, loneliness, and dark hunger to an over-curious reporter.","$224,000,000.00",123,Drink from me and live forever
2350,325789,en,the infiltrator,13-07-2016,6.6,1342,"['Crime', 'Drama', 'Thriller']",A U.S Customs official uncovers a massive money laundering scheme involving Pablo Escobar.,"$21,011,110.00",127,The true story of one man against the biggest drug cartel in history.
2351,9481,en,the bone collector,04-11-1999,6.8,2578,"['Drama', 'Mystery', 'Thriller', 'Crime']","Rookie cop, Amelia Donaghy reluctantly teams with Lincoln Rhyme â€“ formerly the department's top homicide detective but now paralyzed as a result of a spinal injury â€“ to catch a grisly serial killer dubbed 'The Bone Collector'. The murderer's special signature is to leave tantalizing clues based on the grim remains of his crimes.","$151,000,000.00",118,Two cops on the trail of a serial killer. They must see as one... They must act as one... They must think as one... Before another victim falls.
2352,292280,en,the bye bye man,12-01-2017,5.2,1027,"['Horror', 'Thriller']","When three college students move into an old house off campus, they unwittingly unleash a supernatural entity known as The Bye Bye Man, who comes to prey upon them once they discover his name. The friends must try to save each other, all the while keeping The Bye Bye Man's existence a secret to save others from the same deadly fate.","$26,667,197.00",96,Don't think it. Don't say it.
2353,73935,en,vamps,25-08-2012,5.3,216,"['Comedy', 'Romance', 'Horror']",The modern-day story focuses on two beautiful young vampires who are living the good nightlife in New York until love enters the picture and each has to make a choice that will jeopardize their immortality.,$0.00,93,Dating Sucks
2354,512895,en,lady and the tramp,12-11-2019,7.3,1224,"['Family', 'Romance', 'Comedy']","The love story between a pampered Cocker Spaniel named Lady and a streetwise mongrel named Tramp. Lady finds herself out on the street after her owners have a baby and is saved from a pack by Tramp, who tries to show her to live her life footloose and collar-free.",$0.00,111,Be loyal. Be brave. Be loved.
2355,203801,en,the man from u.n.c.l.e.,13-08-2015,7.1,5014,"['Comedy', 'Action', 'Adventure']","At the height of the Cold War, a mysterious criminal organization plans to use nuclear weapons and technology to upset the fragile balance of power between the United States and Soviet Union. CIA agent Napoleon Solo and KGB agent Illya Kuryakin are forced to put aside their hostilities and work together to stop the evildoers in their tracks. The duo's only lead is the daughter of a missing German scientist, whom they must find soon to prevent a global catastrophe.","$108,000,000.00",116,Saving the world never goes out of style.
2356,539517,en,constantine: city of demons - the movie,04-10-2018,7.9,387,"['Fantasy', 'Animation', 'Horror', 'Action']","A decade after a tragic mistake, family man Chas and occult detective John Constantine set out to cure Chasâ€™s daughter Trish from a mysterious supernatural coma. With the help of the mysterious Nightmare Nurse, the influential Queen of Angels, and brutal Aztec God Mictlantecuhtli, the pair just might have a chance at outsmarting the demon Beroul to save Trishâ€™s soul. In a world of shadows and dark magic, not everything is what it seems, and thereâ€™s always a price to pay. The path to redemption is never easy, and if Constantine is to succeed, he must navigate through the dark urban underbelly of Los Angeles, outwit the most cunning spawns of hell, and come face to face with arch-nemesis Nergal â€“ all while battling his own inner demons!",$0.00,90,
2357,349158,en,my little pony: equestria girls: friendship games,24-10-2015,7.2,70,"['Animation', 'Music', 'Family']","Canterlot High meets its rival school, Crystal Prep Academy, in a competition thatâ€™s a long-standing tradition â€“ The Friendship Games. Sunset Shimmer is tasked with keeping magic out of the games to avoid the appearance of impropriety while she and her friends compete against Crystal Prepâ€™s top students led by someone with an equal amount of interest in Equestrian magic â€“ this worldâ€™s TWILIGHT SPARKLE.",$0.00,72,
2358,675353,en,sonic the hedgehog 2,07-06-2022,6.5,9864,"['Animation','Action', 'Adventure', 'Family', 'Comedy']","After settling in Green Hills, Sonic is eager to prove that he has what it takes to be a true hero. His test comes when Dr. Robotnik returns with a new partner, Knuckles, in search of a mystical emerald that has the power to destroy civilizations. Sonic teams up with his own sidekick, Tails, and together they embark on a globe-trotting journey to find the emerald before it falls into the wrong hands.","$405,421,518.00",122,Welcome to the next level
2359,445954,en,acts of vengeance,27-10-2017,5.9,413,"['Thriller', 'Action', 'Drama']","A fast-talking lawyer transforms his body and takes a vow of silence, not to be broken until he finds out who killed his wife and daughter and has his revenge.","$320,705.00",87,Payback Speaks Louder Than Words
2360,520901,en,doom: annihilation,30-09-2019,4.9,282,"['Action', 'Science Fiction', 'Horror', 'Mystery']","A group of UAC Marines responds to a distress call from a top-secret scientific base on Phobos, a Martian moon, only to discover it's been overrun by demons.",$0.00,97,Your Mission: Don't Die.
2361,11395,en,the santa clause,11-11-1994,6.4,1463,"['Fantasy', 'Drama', 'Comedy', 'Family']","Scott Calvin is an ordinary man, who accidentally causes Santa Claus to fall from his roof on Christmas Eve and is knocked unconscious. When he and his young son finish Santa's trip and deliveries, they go to the North Pole, where Scott learns he must become the new Santa and convince those he loves that he is indeed, Father Christmas.","$190,000,000.00",97,What if your dad was Santa Claus?
2362,467909,en,in the heights,10-06-2021,7.4,359,"['Drama', 'Music', 'Romance']","The story of Usnavi, a bodega owner who has mixed feelings about closing his store and retiring to the Dominican Republic or staying in Washington Heights.","$43,000,000.00",143,The time has come.
2363,9471,en,charlie's angels: full throttle,27-06-2003,5.5,2428,"['Action', 'Adventure', 'Comedy']","The Angels are charged with finding a pair of missing rings that are encoded with the personal information of members of the Witness Protection Program. As informants are killed, the ladies target a rogue agent who might be responsible.","$259,000,000.00",106,This summer the Angels are back.
2364,44244,en,camp rock 2: the final jam,17-09-2010,6.3,1304,"['Comedy', 'Music', 'TV Movie']","Mitchie can't wait to go back to Camp Rock and spend the summer making new music with her friends and superstar Shane Gray. But the slick new camp across the lake, Camp Star, has drummed up some serious competition â€“ featuring newcomers Luke and Dana. In a sensational battle of the bands, with Camp Rock's future at stake, will Camp Star's flashy production and over-the-top antics win out, or will Camp Rockers prove that music, teamwork, and spirit are what truly matter?",$0.00,104,
2365,763568,en,arlo the alligator boy,16-04-2021,7,29,"['Animation', 'Comedy', 'Family']","Upon learning that he is from New York City, a wide-eyed boy, who is half human and half alligator, decides to leave his sheltered life in the swamp and search for his long lost father. A musical adventure.",$0.00,92,
2366,38167,en,eat pray love,12-08-2010,6.2,1923,"['Drama', 'Romance']","Liz Gilbert had everything a modern woman is supposed to dream of having â€“ a husband, a house and a successful career â€“ yet like so many others, she found herself lost, confused and searching for what she really wanted in life. Newly divorced and at a crossroads, Gilbert steps out of her comfort zone, risking everything to change her life, embarking on a journey around the world that becomes a quest for self-discovery. In her travels, she discovers the true pleasure of nourishment by eating in Italy, the power of prayer in India and, finally and unexpectedly, the inner peace and balance of true love in Bali.","$205,000,000.00",133,Let Yourself GO
2367,11586,en,exorcist ii: the heretic,17-06-1977,4.6,453,"['Horror', 'Thriller', 'Fantasy', 'Drama']","Bizarre nightmares plague Regan MacNeil four years after her possession and exorcism. Has the demon returned? And if so, can the combined faith and knowledge of a Vatican investigator and a hypnotic research specialist free her from its grasp?","$30,749,142.00",118,It's four years later... what does she remember?
2368,81446,en,the baytown outlaws,27-08-2012,6.1,233,"['Action', 'Comedy', 'Crime']","When three redneck brothers agree to help a woman save her son from an abusive father, they become targets on the run from an odd cast of characters.",$0.00,98,A Southern Whip-Ass Extravaganza!
2369,625568,en,unhinged,16-07-2020,6.5,1350,"['Action', 'Thriller']",A divorced mother honks impatiently at a deranged middle-aged stranger at a red light while running late on her way to work. His road rage escalates to horrifyingly psychotic proportions as he becomes single-mindedly determined to teach her a deadly lesson for provoking him.,"$39,238,300.00",90,He can happen to anyone.
2370,410718,en,before the flood,21-10-2016,7.7,636,['Documentary'],"A look at how climate change affects our environment and what society can do to prevent the demise of endangered species, ecosystems, and native communities across the planet.",$0.00,93,"The science is clear, the future is not."
2371,599399,en,after we leave,20-05-2019,5.4,22,"['Science Fiction', 'Drama']","A sci-fi drama about a man struggling to find his wife, who he abandoned six years ago, before their visa to emmigrate to an off-world colony expires.",$0.00,82,What would you do for a ticket to a better life?
2372,10007,en,see no evil,19-05-2006,5.4,473,"['Horror', 'Thriller']","A group of delinquents are sent to clean the Blackwell Hotel. Little do they know reclusive psychopath Jacob Goodnight has holed away in the rotting hotel. When one of the teens is captured, those who remain -- a group that includes the cop who put a bullet in Goodnight's head four years ago -- band together to survive against the brutal killer.","$18,564,467.00",84,This summer. Evil gets raw.
2373,6957,en,the 40 year old virgin,11-08-2005,6.3,5271,"['Comedy', 'Romance']","Andy Stitzer has a pleasant life with a nice apartment and a job stamping invoices at an electronics store. But at age 40, there's one thing Andy hasn't done, and it's really bothering his sex-obsessed male co-workers: Andy is still a virgin. Determined to help Andy get laid, the guys make it their mission to de-virginize him. But it all seems hopeless until Andy meets small business owner Trish, a single mom.","$177,000,000.00",116,"The longer you wait, the harder it gets."
2374,942,en,lethal weapon 2,07-07-1989,7,2560,"['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']","In the opening chase, Martin Riggs and Roger Murtaugh stumble across a trunk full of Krugerrands. They follow the trail to a South African diplomat who's using his immunity to conceal a smuggling operation. When he plants a bomb under Murtaugh's toilet, the action explodes!","$228,000,000.00",114,The magic is back!
2375,439213,en,more than miyagi: the pat morita story,01-02-2021,6.6,18,['Documentary'],"The Oscar nominated actor best known for his role of Mr. Miyagi, left behind a painfully revealing autobiographical record of his much-too-brief time here on earth. Tracing his journey from being bed bound as a boy to the bright lights and discrimination in Hollywood. Deep inside that sweet, generous, multi-talented performer seethed an army of demons, that even alcohol and drugs couldn't mask.",$0.00,90,
2376,714,en,tomorrow never dies,11-12-1997,6.3,2300,"['Adventure', 'Action', 'Thriller']",A deranged media mogul is staging international incidents to pit the world's superpowers against each other. Now James Bond must take on this evil mastermind in an adrenaline-charged battle to end his reign of terror and prevent global pandemonium.,"$333,000,000.00",119,Yesterday is a memory. Today is history. Tomorrow is in the hands of one man.
2377,41436,en,paranormal activity 2,20-10-2010,5.8,1893,"['Horror', 'Mystery']","Days after welcoming a newborn baby, Dan and Kristi Rey return home one day to find their house ransacked with seemingly no explanation. Their fear forces them to put in security cameras, which begin to capture strange activity around the house.","$178,000,000.00",91,In 2009 you demanded it. Nothing can prepare you for what's next.
2378,10200,en,the day the earth stood still,10-12-2008,5.5,2595,"['Drama', 'Science Fiction', 'Thriller']","A representative of an alien race that went through drastic evolution to survive its own climate change, Klaatu comes to Earth to assess whether humanity can prevent the environmental damage they have inflicted on their own planet. When barred from speaking to the United Nations, he decides humankind shall be exterminated so the planet can survive.","$233,000,000.00",104,12.12.08 is the Day the Earth Stood Still
2379,284293,en,still alice,05-12-2014,7.5,2539,['Drama'],"Alice Howland, happily married with three grown children, is a renowned linguistics professor who starts to forget words. When she receives a devastating diagnosis, Alice and her family find their bonds tested.","$43,884,652.00",101,Live in the moment.
2380,205,en,hotel rwanda,04-03-2004,7.7,2157,"['Drama', 'History', 'War']","Inspired by true events, this film takes place in Rwanda in the 1990s when more than a million Tutsis were killed in a genocide that went mostly unnoticed by the rest of the world. Hotel owner Paul Rusesabagina houses over a thousand refuges in his hotel in attempt to save their lives.","$38,000,000.00",121,"When the world closed its eyes, he opened his arms."
2381,340666,en,nocturnal animals,04-11-2016,7.5,6121,"['Drama', 'Thriller']","Susan Morrow receives a book manuscript from her ex-husband â€“ a man she left 20 years earlier â€“ asking for her opinion of his writing. As she reads, she is drawn into the fictional life of Tony Hastings, a mathematics professor whose family vacation turns violent.","$29,252,978.00",116,When you love someone you can't just throw it away
2382,64807,en,grudge match,25-12-2013,6.1,1009,['Comedy'],A pair of aging boxing rivals are coaxed out of retirement to fight one final bout -- 30 years after their last match.,"$44,907,260.00",113,Stallone vs DeNiro
2383,693,en,meet the fockers,22-12-2004,6.2,3788,"['Comedy', 'Romance']","Hard-to-crack ex-CIA man Jack Byrnes and his wife Dina head for the warmer climes of Florida to meet the parents of their son-in-law-to-be, Greg Focker. Unlike their happily matched offspring, the future in-laws find themselves in a situation of opposites that definitely do not attract.","$517,000,000.00",115,Misery loves family.
2384,58244,en,upside down,27-09-2012,6.2,2097,"['Romance', 'Science Fiction', 'Drama', 'Fantasy']","In an alternate universe where twinned worlds have opposite gravities, a young man battles interplanetary prejudice and the laws of physics in his quest to reunite with the long-lost girl of his dreams in this visually stunning romantic adventure that poses the question: what if love was stronger than gravity?","$22,187,813.00",104,Two worlds. One future.
2385,2059,en,national treasure,19-11-2004,6.6,4977,"['Adventure', 'Action', 'Thriller', 'Mystery']","Modern treasure hunters, led by archaeologist Ben Gates, search for a chest of riches rumored to have been stashed away by George Washington, Thomas Jefferson and Benjamin Franklin during the Revolutionary War. The chest's whereabouts may lie in secret clues embedded in the Constitution and the Declaration of Independence, and Gates is in a race to find the gold before his enemies do.","$348,000,000.00",131,The greatest adventure history has ever revealed.
2386,436270,en,black adam,21-10-2022,6.3,12593,"['Action', 'Superhero', 'Science-Fiction', 'Fantasy', 'Thriller', 'Drama', 'Adventure']","In ancient Kahndaq, Teth Adam was bestowed the almighty powers of the gods. After using these powers for vengeance, he was imprisoned, becoming Black Adam. Nearly 5,000 years have passed, and Black Adam has gone from man to myth to legend. Now free, his unique form of justice, born out of rage, is challenged by modern-day heroes who form the Justice Society: Hawkman, Dr. Fate, Atom Smasher and Cyclone.","$91,261,706.00",125,The world needed a hero. It got Black Adam
2387,375366,en,the girl with all the gifts,23-09-2016,6.5,1540,"['Drama', 'Horror', 'Thriller', 'Science Fiction']","In the future, a strange fungus has changed nearly everyone into a thoughtless, flesh-eating monster. When a scientist and a teacher find a girl who seems to be immune to the fungus, they all begin a journey to save humanity.",$0.00,110,Our greatest threat is our only hope.
2388,41233,en,step up 3d,04-08-2010,6.8,1618,"['Drama', 'Romance']","A tight-knit group of New York City street dancers, including Luke and Natalie, team up with NYU freshman Moose, and find themselves pitted against the world's best hip hop dancers in a high-stakes showdown that will change their lives forever.","$159,000,000.00",107,Two Worlds. One Dream.
2389,286548,en,tekken: a man called x,12-08-2014,4.2,64,['Action'],"A young man, Kazuya Mishima, wakes up alone in an unfamiliar hotel room without any recollection of who he is or how he got there. He is tormented by flashes of his past and by the face of an ominous stranger. The next thing he knows, Kazuya is ambushed and kidnapped by an underground crime organization and, soon after, turned into a ruthless assassin. During a mission to assassinate a man named Brian Fury, Kazuya finds that his target harbors clues to his true identity. With the help of Fury and a female assassin, Kazuya follows the clues, leading him to the lab of his reoccurring flashbacks. Here, he will finally confront his past and the ominous man of his nightmares - Heihachi Mishima, face the ultimate betrayal, and Ieam the truth about who, and what, he really is. TEKKEN 2: KAZUYAâ€™S REVENGE is non-stop action from the first scene to the last.",$0.00,90,Survival Is No Game
2390,384680,en,hostiles,22-12-2017,6.9,1740,"['Western', 'Drama', 'History']",A legendary Native American-hating Army captain nearing retirement in 1892 is given one last assignment: to escort a Cheyenne chief and his family through dangerous territory back to his Montana reservation.,"$36,976,336.00",134,No peace without sacrifice
2391,428449,en,a ghost story,24-04-2017,7.1,1757,"['Drama', 'Fantasy']","Recently deceased, a white-sheeted ghost returns to his suburban home to console his bereft wife, only to find that in his spectral state he has become unstuck in time, forced to watch passively as the life he knew and the woman he loves slowly slip away.","$1,929,659.00",93,It's all about time.
